,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
2,5.15,6.533333333333333,7.2250000000000005,7.640000000000001,7.916666666666668,8.114285714285714,8.262500000000001,8.377777777777778,8.47,8.545454545454547
3,20.175,18.855555555555554,18.368750000000002,18.132,17.997222222222224,17.912244897959184,17.8546875,17.81358024691358,17.783000000000005,17.759504132231406
4,11.0875,13.57037037037037,14.7765625,15.505600000000001,15.997685185185187,16.353352769679297,16.622851562500003,16.83429355281207,17.004700000000003,17.145003756574006
5,32.44375000000001,29.74691358024691,28.682421875000003,28.14448,27.83140432098766,27.631445231153684,27.494995117187504,27.39714982472184,27.324230000000004,27.2681852332491
6,17.221875000000004,20.831275720164605,22.511816406250002,23.515584000000004,24.192836934156382,24.68409591241744,25.058120727539066,25.353022066419413,25.591807000000003,25.789259302953724
7,44.81093750000001,40.7875171467764,39.133862304687504,38.27246720000001,37.760697445130326,37.42922506778638,37.200855636596685,37.036019614595034,36.9126263,36.81750845723066
8,23.405468750000004,28.191678097850932,30.350396728515626,31.61797376000001,32.46724787094194,33.08219291524547,33.5507486820221,33.92090632408447,34.22136367,34.47046223384605
9,57.202734375000006,51.89445206523395,49.66279754638673,48.474379008000014,47.756039892451625,47.28473678449612,46.95690509676934,46.718583399186194,46.539227303,46.40042021258731
10,29.601367187500003,35.59630137682263,38.24709815979004,39.779503206400015,40.796699910376354,41.529774386710955,42.08729195967317,42.527629688165504,42.8853045727,43.182200193261195
