,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,13.450000000000001,12.066666666666666,11.375,10.96,10.683333333333334,10.485714285714286,10.3375,10.222222222222223,10.13,10.054545454545455
3,7.7250000000000005,9.044444444444444,9.53125,9.768,9.902777777777779,9.987755102040817,10.0453125,10.08641975308642,10.117,10.140495867768594
4,26.112500000000004,23.62962962962963,22.423437500000002,21.6944,21.202314814814816,20.846647230320702,20.5771484375,20.365706447187932,20.195300000000003,20.054996243425997
5,14.056250000000002,16.753086419753085,17.817578125,18.355520000000002,18.66859567901235,18.868554768846316,19.0050048828125,19.10285017527816,19.175770000000004,19.231814766750905
6,38.57812500000001,34.968724279835385,33.288183593750006,32.28441600000001,31.607163065843626,31.115904087582557,30.741879272460938,30.446977933580587,30.208193000000005,30.010740697046277
7,20.289062500000004,24.31248285322359,25.966137695312504,26.827532800000007,27.33930255486969,27.670774932213618,27.89914436340332,28.063980385404964,28.187373700000006,28.282491542769343
8,50.99453125000001,46.20832190214905,44.049603271484386,42.782026240000015,41.93275212905807,41.31780708475453,40.8492513179779,40.47909367591552,40.17863633,39.92953776615395
9,26.497265625000004,31.805547934766032,34.03720245361329,35.22562099200001,35.9439601075484,36.41526321550388,36.74309490323066,36.981416600813795,37.160772697000006,37.29957978741268
10,63.39863281250001,57.40369862317735,54.75290184020997,53.22049679360002,52.203300089623674,51.47022561328904,50.912708040326834,50.47237031183449,50.114695427300006,49.8177998067388
