,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.323076923076923,1.6,1.84,2.05,2.235294117647059,2.4,2.5473684210526315,2.68,2.8,2.909090909090909,3.008695652173913,3.1,3.184,3.2615384615384615,3.3333333333333335,3.4,3.462068965517241,3.52,3.574193548387097,3.625,3.672727272727273,3.7176470588235295,3.7600000000000002,3.8,3.8378378378378377,3.873684210526316,3.9076923076923076
2,1.4248520710059172,1.8285714285714287,2.208,2.5625,2.8927335640138407,3.1999999999999997,3.485872576177285,3.7520000000000007,4.0,4.231404958677686,4.447637051039698,4.65,4.83968,5.017751479289941,5.185185185185185,5.3428571428571425,5.491557669441141,5.632000000000001,5.764828303850156,5.890625,6.0099173553719005,6.123183391003461,6.230857142857143,6.333333333333333,6.430971512052593,6.52409972299169,6.61301775147929
3,1.4326809285389168,1.8612244897959183,2.2816,2.690625,3.0860981070628943,3.466666666666667,3.8316372649074206,4.1808000000000005,4.514285714285714,4.832456799398948,5.1358264157146385,5.425000000000001,5.700633600000001,5.9634046426945835,6.2139917695473255,6.453061224489796,6.681257944155152,6.8992,7.107475412037193,7.306640625,7.497220135236663,7.679706900061063,7.854563265306123,8.022222222222222,8.183088859494994,8.337541915731157,8.48593536640874
4,1.4332831483491475,1.8658892128279883,2.29632,2.72265625,3.1429700314890865,3.5555555555555554,3.9590242554922073,4.352320000000001,4.73469387755102,5.105662181544976,5.4649604596896095,5.8125,6.148329472,6.472602499912468,6.785550983081849,7.087463556851312,7.378668450021985,7.65952,7.930388155764731,8.191650390625,8.443685540605149,8.686869170627748,8.921570145772595,9.148148148148147,9.366951932091212,9.578318152868688,9.782570638282973
5,1.4333294729499344,1.8665556018325697,2.299264,2.7306640625,3.1596970680850256,3.585185185185185,4.005956304655024,4.420928000000001,4.829154518950437,5.229846446156807,5.622372393764596,6.00625,6.38113132544,6.746785961491328,7.103083879489916,7.449979175343607,7.78749529828875,8.115711999999998,8.434754030952577,8.744781494140625,9.045981707657822,9.338562404523836,9.622746095793419,9.898765432098765,10.166859413575143,10.427270315120682,10.68024121111898
6,1.4333330363807644,1.8666508002617956,2.2998528,2.732666015625,3.16461678473089,3.5950617283950614,4.023247059609746,4.4483712,4.869637650978759,5.286293839162185,5.697656362235241,6.103125,6.502188289228801,6.894423210033793,7.279491044161065,7.657130957339203,8.02715241623823,8.389427199999998,8.743881502841903,9.09048843383789,9.42926108669134,9.76024626175072,10.083518862949962,10.39917695473251,10.707337441604825,11.008132320872047,11.301705453851602
7,1.4333333104908281,1.8666644000373993,2.29997056,2.73316650390625,3.1660637602149677,3.5983539094650205,4.02961733775096,4.45934848,4.886987564705182,5.311951745073721,5.7336617384603334,6.151562500000001,6.565137910398977,6.9739201900181955,7.377495024533926,7.77550340419383,8.167641071587926,8.553656319999998,8.933346727548264,9.306555271148682,9.673166146076307,10.033100522309288,10.386312395652832,10.73278463648834,11.072525298381638,11.405564219544033,11.731949929589572
8,1.4333333315762176,1.8666663428624857,2.2999941120000003,2.7332916259765625,3.1664893412396964,3.599451303155007,4.031964282329301,4.463739392000001,4.894423242016506,5.323614429578964,5.750881701002768,6.17578125,6.597871713407468,7.016726256163643,7.431941680296625,7.843144802396474,8.249996490241198,8.652193791999998,9.049470574948936,9.441597044467926,9.828378456594013,10.209653279141305,10.585291002857575,10.955189757658893,11.319273850257863,11.677491308109074,12.029811489715856
9,1.4333333331981706,1.8666666204089264,2.2999988224,2.7333229064941404,3.1666145121293225,3.599817101051669,4.032828946121321,4.4654957568,4.897609960864218,5.32891564980862,5.759117335262194,6.187890625,6.614893290971883,7.0397756763958075,7.462189822387015,7.881797029940842,8.298273804624149,8.711316275199998,9.120643255613865,9.525998152792454,9.927149926923462,10.323893298267905,10.716048373306407,11.10345983843926,11.485995844768826,11.863546684495683,12.236023339034055
