,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.84,2.4,2.8,3.1,3.3333333333333335,3.52,3.672727272727273,3.8,3.9076923076923076,4.0,4.08,4.15,4.211764705882353,4.2666666666666675,4.315789473684211,4.36,4.4,4.4363636363636365,4.469565217391304,4.5,4.5280000000000005,4.553846153846154,4.5777777777777775,4.6,4.620689655172414,4.640000000000001,4.658064516129032,4.675000000000001,4.690909090909091,4.705882352941177,4.720000000000001,4.733333333333333
2,2.208,3.1999999999999997,4.0,4.65,5.185185185185185,5.632000000000001,6.0099173553719005,6.333333333333333,6.61301775147929,6.857142857142857,7.072,7.262500000000001,7.432525951557094,7.585185185185186,7.722991689750693,7.848000000000001,7.961904761904763,8.06611570247934,8.161814744801514,8.25,8.331520000000001,8.407100591715977,8.477366255144034,8.542857142857143,8.604042806183115,8.661333333333333,8.715088449531738,8.765625,8.813223140495868,8.858131487889274,8.90057142857143,8.94074074074074
3,2.2816,3.466666666666667,4.514285714285714,5.425000000000001,6.2139917695473255,6.8992,7.497220135236663,8.022222222222222,8.48593536640874,8.89795918367347,9.266133333333332,9.596875,9.895461021778953,10.166255144032924,10.412888176118969,10.638400000000003,10.845351473922904,11.035912847483097,11.211933919618641,11.375,11.5264768,11.667546654528904,11.79923792104862,11.922448979591836,12.037967936364755,12.14648888888889,12.248625423785706,12.344921874999999,12.435862759829702,12.521880724608183,12.603363265306124,12.68065843621399
4,2.29632,3.5555555555555554,4.73469387755102,5.8125,6.785550983081849,7.65952,8.443685540605149,9.148148148148147,9.782570638282973,10.355685131195337,10.875164444444442,11.34765625,11.778881957830963,12.173754000914496,12.53649066535708,12.870720000000004,13.179570240794732,13.465746875213442,13.73159758577192,13.979166666666666,14.210240512,14.426385630755227,14.62898045126364,14.819241982507288,14.998248221004097,15.166957037037037,15.326222143297228,15.476806640625,15.619394546517011,15.754600639360161,15.882978892128282,16.005029721079104
5,2.299264,3.585185185185185,4.829154518950437,6.00625,7.103083879489916,8.115711999999998,9.045981707657822,9.898765432098765,10.68024121111898,11.396917950853812,12.05512059259259,12.660742187499999,13.21914502657662,13.735142000711274,14.213018946334538,14.656576000000005,15.069175909214783,15.45379289790191,15.813058875202891,16.149305555555557,16.464602030080002,16.760787841408266,17.03950186589125,17.302207413577676,17.55021398362422,17.78469609876543,18.006709608678232,18.217205810546876,18.417043692393737,18.60700056414132,18.787781304456477,18.96002641873698
6,2.2998528,3.5950617283950614,4.869637650978759,6.103125,7.279491044161065,8.389427199999998,9.42926108669134,10.39917695473251,11.301705453851602,12.140655679181293,12.920421767901232,13.645556640625,14.32052266738212,14.949554889442101,15.536593905000952,16.085260800000004,16.59885668841197,17.08037600737429,17.532526896906734,17.95775462962963,18.3582657052672,18.736051250422378,19.092908996870325,19.430463497352292,19.750184468641567,20.053403285596705,20.341327723687492,20.615055084228516,20.875583850891466,21.123824027183517,21.360606298232877,21.586690149988424
7,2.29997056,3.5983539094650205,4.886987564705182,6.151562500000001,7.377495024533926,8.553656319999998,9.673166146076307,10.73278463648834,11.731949929589572,12.671896913700923,13.554975963127568,14.384167480468749,15.162752627998092,15.894098247343857,16.581521503948117,17.228208640000002,17.837169700143022,18.411216733306237,18.95295700179252,19.464795524691358,19.948943192424448,20.407427981126627,20.842107664000647,21.254682997730534,21.646710748828937,22.019616180850477,22.374704791598784,22.713173198699952,23.0361191416925,23.34455061222075,23.639394149863403,23.921502355545265
8,2.2999941120000003,3.599451303155007,4.894423242016506,6.17578125,7.431941680296625,8.652193791999998,9.828378456594013,10.955189757658893,12.029811489715856,13.051354938357802,14.020315706293548,14.938125610351562,15.80681083317501,16.628743081267444,17.406464345222197,18.142566912000003,18.839613566782447,19.50008641815965,20.126355784089473,20.7206629372428,21.285112281636536,21.821669830184067,22.332165787852404,22.818299712340455,23.281647197266324,23.72366735673708,24.145710624940875,24.549026548862457,24.93477136694189,25.30401524607713,25.657749104164726,25.9968909827069
9,2.2999988224,3.599817101051669,4.897609960864218,6.187890625,7.462189822387015,8.711316275199998,9.927149926923462,11.10345983843926,12.236023339034055,13.322396384541289,14.361564851281933,15.35359420776367,16.299325931251477,17.200133507652456,18.057735009385944,18.8740535296,19.65111574453817,20.390979796676078,21.095685212943476,21.767219114369,22.407494316574688,23.01833601015575,23.601474560022417,24.15854261057753,24.691075170057175,25.200511709172137,25.688199576561406,26.15539823025465,26.603283928524693,27.032954628891584,27.445434920831612,27.841680873517245
